artist_familiarity,artist_hotness,artist_id,artist_latitude,artist_location,artist_longitude,artist_name,duration,end_of_fade_in,key,key_confidence,loudness,mode,mode_confidence,release,song_hotness,start_of_fade_out,tempo,time_signature,time_signature_confidence,title,year
0.710203377,0.51484988,ARUWB5W1187B98D7A1,,"Helsinki, Finland",,Ensiferum,291.02975,0,7,0.448,-4.507,1,0.564,Victory Songs,0.660344383,271.72,179.988,3,1,Warrior's Quest,1999
0.710203377,0.51484988,ARUWB5W1187B98D7A1,,"Helsinki, Finland",,Ensiferum,218.61832,0,9,0.336,-2.599,0,0.323,Ensiferum,0.691042546,215.208,200.061,4,0.423,Hero In A Dream,1999
0.710203377,0.51484988,ARUWB5W1187B98D7A1,,"Helsinki, Finland",,Ensiferum,352.49587,0,11,0.762,-5.827,0,0.579,Iron,0.682204662,347.638,105.05,1,0,Into Battle,2004
0.716101705,0.514523378,AR6I54S1187FB48C6B,,"Old Town, ME",,Patty Griffin,208.32608,0.392,4,0.934,-7.852,1,0.697,Living With Ghosts,0.546635489,196.603,95.738,4,0.737,Moses,1996
0.716101705,0.514523378,AR6I54S1187FB48C6B,,"Old Town, ME",,Patty Griffin,134.05995,0.403,10,0.105,-6.376,0,0.53,Flaming Red,0.513106418,129.387,124.794,4,0.697,Flaming Red,1998
0.716101705,0.514523378,AR6I54S1187FB48C6B,,"Old Town, ME",,Patty Griffin,191.39873,0.241,2,0.793,-9.316,1,0.721,Living With Ghosts,0.607908633,180.703,111.829,7,0.976,Let Him Fly,1996
0.716101705,0.514523378,AR6I54S1187FB48C6B,,"Old Town, ME",,Patty Griffin,256.39138,0.146,9,0.403,-14.966,1,0.529,Downtown Church,0.490904201,243.525,56.184,1,0,All Creatures Of Our God And King,2010
0.842577664,0.514522578,ARVXV1J1187FB5BF88,,oxford,,Foals,315.27138,0,9,0.618,-6.611,0,0.591,Antidotes,0.728377177,293.494,156.917,5,1,Red Socks Pugie,2008
0.709967526,0.514513277,ARLWEID1187B98DE3C,,"Chicago, IL",,Quincy Jones,204.82567,0.351,11,0.631,-12.328,0,0.712,Watermelon Man,,197.062,109.86,1,0.644,Exodus,1988
0.709967526,0.514513277,ARLWEID1187B98DE3C,,"Chicago, IL",,Chucho Valdés,375.03955,0,5,0.343,-20.259,1,0.568,Cancionero Cubano,,371.38,80.789,1,0.494,Reprise: Tú mi delirio - Guajira - Si te contara - El manisero,0
0.709967526,0.514513277,ARLWEID1187B98DE3C,,"Chicago, IL",,Quincy Jones,196.04853,0.224,8,0.764,-12.182,1,0.563,Take Five,,188.958,72.117,3,1,Stormy Weather,1988
0.687483205,0.514206403,AR3TITY1187B99E790,,,,Gyptian,253.70077,0.189,9,0.276,-5.863,0,0.346,System's Riddim,0,225.953,186.285,4,0.978,Lonely,0
0.687489437,0.514206403,AR3TITY1187B99E790,,,,Dwayne_ Gyptian,245.52444,0.792,10,0.009,-7.956,0,0.29,Irie Reggae,0.436751763,241.621,137.89,4,0.756,Rudeboy Shuffling,0
0.687483205,0.514206403,AR3TITY1187B99E790,,,,Gyptian,165.85098,2.31,7,0.79,-5.264,1,0.676,Water Drops Riddim,0,161.344,155.112,4,0,Harda They Come,0
0.687483205,0.514206403,AR3TITY1187B99E790,,,,Gyptian,219.76771,0.537,2,0.82,-10.837,1,0.597,Strictly One Drop,0.215080319,209.548,147.436,4,0.395,What Are You Fighting For,0
0.707199764,0.51346329,ARYKCQI1187FB3B18F,,,,Tesla,290.29832,0.145,7,0.725,-5.271,1,0.756,Gold,0.684136191,285.605,150.062,4,0.931,Caught In A Dream,2004
0.707199764,0.51346329,ARYKCQI1187FB3B18F,,,,Tesla,228.98893,0,7,0.002,-3.257,0,0.276,Alive In Europe!,,228.989,88.127,4,0.032,So What!,2008
0.707199764,0.51346329,ARYKCQI1187FB3B18F,,,,Tesla,390.66077,0,7,0.851,-10.478,1,0.739,Five Man Acoustical Jam,0.79902352,390.661,161.47,4,0.261,The Way It Is,1989
0.707199764,0.51346329,ARYKCQI1187FB3B18F,,,,Tesla,210.28526,0,2,0.553,-10.223,1,0.424,Five Man Acoustical Jam,0.358976526,210.285,128.262,3,0,Gettin' Better,1986
0.739454874,0.513339196,AREKO1L1187B997EFE,55.70622,"Lund, Sweden",13.1876,The Radio Dept.,256.02567,0.067,9,0.578,-5.648,0,0.7,Freddie And The Trojan Horse,0.682574648,244.825,88.02,1,0.439,Closing Scene,2007
0.739454874,0.513339196,AREKO1L1187B997EFE,55.70622,"Lund, Sweden",13.1876,The Radio Dept,207.20281,0.479,2,0,-11.953,1,0,Are You Scared To Get Happy?,0.604554485,194.525,124.968,4,0.803,Mad About the Boy,2006
0.739454874,0.513339196,AREKO1L1187B997EFE,55.70622,"Lund, Sweden",13.1876,The Radio Department,248.24118,0.339,7,0.853,-9.024,1,0.747,Marie Antoinette (Original Motion Picture Soundtrack),0.788210711,234.783,142.953,4,0.666,I Don't Like It Like This,2005
0.683771102,0.513300123,AR3USQW1187FB4A90D,,,,Bebo Norman,280.39791,2.955,1,0.444,-5.174,1,0.537,Try,0.473346541,269.636,144.022,4,0.754,Borrow Mine,2004
0.683771102,0.513300123,AR3USQW1187FB4A90D,,,,Bebo Norman,213.4722,0.241,5,0.574,-6.291,1,0.536,Bebo Norman,,201.654,96.091,4,0.252,Britney,2008
0.683771102,0.513300123,AR3USQW1187FB4A90D,,,,Bebo Norman,219.45424,8.127,5,0.832,-10.488,1,0.771,The Way We Love,0.531722098,207.499,90.191,4,0.933,Sunday,2006
0.745625188,0.513065655,AR1Q25M1187B9B0D73,40.67856,"Amityville, NY",-73.41853,De La Soul / MF Doom,185.23383,0,10,0.534,-3.684,0,0.534,The Grind Date,0.598947039,185.234,86.813,4,0,Rock Co.Kane Flow,2004
0.745625188,0.513065655,AR1Q25M1187B9B0D73,40.67856,"Amityville, NY",-73.41853,Orquesta Romantica de La Habana,200.75057,0.738,10,0.454,-15.137,1,0.456,18 Exitos,,195.379,137.835,1,0,Serenata,0
0.603843765,0.512812103,ARZBOES1187FB40178,,,,Carlos Baute,211.46077,0,9,0.455,-4.392,1,0.472,Directo en tus manos,,211.461,109.982,4,0.896,Angelito (Directo 09),0
0.603843765,0.512812103,ARZBOES1187FB40178,,,,Carlos Baute,214.09914,0,9,0.108,-4.678,0,0.275,Directo en tus manos,,214.099,113.966,4,0.276,Estas hecha para mi (Directo 09),0
0.603843765,0.512812103,ARZBOES1187FB40178,,,,Carlos Baute,210.6771,2.125,1,0.938,-4.757,1,0.683,De mi puño y letra - Edicion Coleccionista,0.471971172,199.471,105.01,4,0.628,Te extraño porque te extraño,2008
0.603843765,0.512812103,ARZBOES1187FB40178,,,,Carlos Baute,236.77342,0,9,0.587,-4.548,0,0.487,Directo en tus manos,0.266955186,236.773,122.645,5,0.749,Pobre diabla (Directo 09),0
0.806364125,0.512455643,AREMPZY1187B9B8FF3,,Jackson MS,,David Banner,183.90159,0.109,6,0.611,-3.737,1,0.517,Mississippi-The Album,0.392008771,175.572,99.487,5,1,Bush,2003
0.806364125,0.512455643,AREMPZY1187B9B8FF3,,Jackson MS,,David Banner / Sky / Marcus,263.47057,0.101,7,0.027,-4.043,1,0.352,MTA2-Baptized In Dirty Water,0.319565987,241.853,147.327,4,0.551,My Lord,0
0.806364125,0.512455643,AREMPZY1187B9B8FF3,,Jackson MS,,David Banner / Sky / Marcus,253.67465,0.076,7,0.739,-5.29,1,0.498,MTA2-Baptized In Dirty Water,0.215080319,250.683,87.033,4,0.864,The Christmas Song,0
0.806364125,0.512455643,AREMPZY1187B9B8FF3,,Jackson MS,,David Banner,72.4371,0,3,0.159,-11.576,0,0.576,The Greatest Story Ever Told,,68.261,167.018,4,0.789,Syrup Sipping (Banner Beat Break),2008
0.816998189,0.512229189,ARGFFA01187B9A2D11,33.86404,"Hermosa Beach, CA",-118.39535,Pennywise,185.5473,2.368,7,0.687,-5.163,1,0.511,Unknown Road (remastered),0.288237944,181.365,171.516,4,0,Dying to Know (Album Version),0
0.816998189,0.512229189,ARGFFA01187B9A2D11,33.86404,"Hermosa Beach, CA",-118.39535,Pennywise,242.33751,0.142,10,0.621,-5.808,0,0.513,Fuse_ The,0.707655106,229.535,119.981,4,0.004,Lies,2005
0.816998189,0.512229189,ARGFFA01187B9A2D11,33.86404,"Hermosa Beach, CA",-118.39535,Pennywise,159.89506,0,9,0.053,-5.111,1,0.217,The Fuse,,155.788,200.877,4,0,6TH Avenue Nightmare,2005
0.816998189,0.512229189,ARGFFA01187B9A2D11,33.86404,"Hermosa Beach, CA",-118.39535,Pennywise,154.85342,0,8,0.496,-5.573,1,0.545,Fuse_ The,0.749313511,150.999,201.566,4,0,Yell Out,2005
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT,44.35546,0,1,0,-18.147,0,0,LOOK (Original Motion Picture Soundtrack),0.304169503,44.355,136.164,4,0.68,Robbers Kill Cop,0
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT,253.07383,0,10,0.255,-6.21,0,0.375,The Dungeonmaster's Guide,0.578274893,234.934,136.897,3,1,Knowledge Of Self (Evol Intent Remix),2004
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT,311.90159,0.373,8,0.879,-17.729,1,0.634,Tiger Woods PGA Tour 2005,0.457447167,278.744,110.002,4,0.69,Ver de Feliz,2006
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT,506.27873,0.206,6,0.138,-11.59,0,0.222,In Search Of Sunrise 1,0.43483809,491.119,136.003,4,0.152,Mercury & Solace,2000
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT feat. JES,550.97424,0,6,0.663,-5.213,0,0.629,Every Other Way,0.430160637,539.55,168.474,4,1,Every Other Way,2010
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT,94.9024,2.345,2,0,-19.345,1,0,Stealth,0.327736683,94.902,148.653,5,0.216,Korean Waterhole,2005
0.786427083,0.512226738,AR035N21187FB3938E,34.23294,Earth,-102.4102,BT,214.54322,12.179,2,0.245,-7.652,1,0.414,Stealth,0.327736683,210.947,150.082,4,0.916,Henrys Death,2005
0.577158124,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,200.38485,0,1,0,-5.167,1,0,Later That Day...,,195.889,85.012,4,0.189,Bad Dreams,2003
0.528308349,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,256.13016,0,11,0.817,-4.316,0,0.775,Same !@#$ Different Day,0.425124658,253.411,174.293,3,1,Over You (feat Joyo Velarde_ prod DJ Shadow),2005
0.577158124,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,209.73669,0.891,1,0.533,-9.097,1,0.404,Callin' Out Remix 12,,194.038,104.492,3,0,Do That There (Album Instrumental),0
0.577158124,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,445.49179,0,7,0.376,-5.407,1,0.538,Overnite Encore: Lyrics Born Live!,0.215080319,445.492,110.925,4,0.658,Stop Complaining/Remix/Jam,2006
0.528308349,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,313.15546,0.479,11,0.533,-3.528,1,0.294,Same !@#$ Different Day,0.443291312,301.54,98.927,4,1,I Changed My Mind (DJ Spinna Remix),2005
0.577158124,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,233.32526,0,8,0.553,-5.755,0,0.459,Everywhere At Once,0.38293509,228.043,151.051,4,0.827,Is It The Skin I'm In?,2008
0.577158124,0.512197243,AR0JPOG1187FB37383,,Japan,,Lyrics Born,239.0722,2.479,7,1,-4.655,1,0.842,I'm Just Raw b/w Pack Up Remix,,226.778,170.047,4,0.347,I'm Just Raw (prod Dan the Automator) Main,0
0.772230439,0.511576783,ARJGQJD1187B997A00,,"Buffalo, NY",,It Dies Today,184.24118,3.448,6,0.615,-3.337,0,0.657,Sirens,0.708486719,180.297,160.126,4,0.122,Sixth of June,2007
0.772230439,0.511576783,ARJGQJD1187B997A00,,"Buffalo, NY",,It Dies Today,179.40853,0,11,0.06,-4.027,1,0.396,Sirens,,179.409,98.377,3,0.991,One the road (to Damnation),2006
0.700635528,0.511546184,ARZTSYB1187FB54987,,,,Rainbow,299.57179,0.179,0,0.788,-10.915,1,0.62,The Best Of Rainbow,0.620610718,287.33,155.999,4,0.168,Can't Happen Here,1981
0.700635528,0.511546184,ARZTSYB1187FB54987,,,,Rainbow,454.1122,0.438,5,0.381,-23.44,0,0.518,Catch The Rainbow: The Anthology,,403.737,135.206,4,0.728,Rainbow Eyes,1978
0.700635528,0.511546184,ARZTSYB1187FB54987,,,,Rainbow,663.24853,0,11,0.547,-10.178,0,0.617,On Stage,0.401486711,647.541,162.384,4,0.061,Still I'm Sad,1975
0.684894723,0.511526435,ARHPPJK1187B9AC897,,"Glasgow, Scotland",,Teenage Fanclub,204.77342,0.206,8,0.854,-5.013,1,0.726,Howdy!,0.672072976,195.622,127.811,4,0,The Sun Shines From You,2000
0.684894723,0.511526435,ARHPPJK1187B9AC897,,"Glasgow, Scotland",,Teenage Fanclub,266.89261,0.195,4,0.463,-8.198,0,0.509,Four Thousand_ Seven Hundred and Seventy seconds; A Shortcut to Teenage Fanclub,0.518310319,259.164,120.271,4,0.888,The World'll Be OK,2003
0.684894723,0.511526435,ARHPPJK1187B9AC897,,"Glasgow, Scotland",,Teenage Fanclub,274.70322,0,6,0.577,-15.838,1,0.471,Bandwagonesque,0.605246229,266.315,116.239,4,0.408,I Don't Know,1991
0.684894723,0.511526435,ARHPPJK1187B9AC897,,"Glasgow, Scotland",,Teenage Fanclub,221.41342,0.51,5,0.915,-7.603,1,0.737,Man-made,0.585452852,210.75,122.002,4,0.909,It's All In My Mind,2005
0.752853246,0.511130465,AR82DJK1187B991107,,"Los Angeles, CA",,The Pharcyde,315.97669,0.206,7,0.59,-6.823,1,0.626,Bizarre Ride II,,310.37,104.357,4,1,I'm That Type Of Ni**a,0
0.675919557,0.511054354,ARSHZBZ1187B98A445,,,,Joe Bonamassa,201.06404,3.837,11,0,-9.518,0,0.101,A New Day Yesterday Live,,201.064,143.317,5,0.71,Jam Intro,0
0.675919557,0.511054354,ARSHZBZ1187B98A445,,,,Joe Bonamassa,293.69424,0.357,0,0.305,-11.494,1,0.484,Had To Cry Today,0.685120843,285.907,69.457,1,0.957,When She Dances,2004
0.675919557,0.511054354,ARSHZBZ1187B98A445,,,,Joe Bonamassa,372.76689,0.061,5,0.432,-8.265,0,0.521,Live From Nowhere In Particular,,363.752,66.366,3,0.823,So Many Roads,2006
0.675919557,0.511054354,ARSHZBZ1187B98A445,,,,Joe Bonamassa,356.04853,0,4,0.404,-9.159,0,0.415,Joe Bonamassa Live From The Royal Albert Hall (Live Audio Version),0.270775999,356.049,85.401,3,1,Stop!,2009
0.675919557,0.511054354,ARSHZBZ1187B98A445,,,,Joe Bonamassa,258.7424,0.136,7,0.735,-7.355,1,0.632,Black Rock,0.806399867,249.481,75.064,3,0.741,I Know A Place,2010
0.764953773,0.510617542,ARICCN811C8A41750F,,United States,,Ya Boy,208.14322,0,2,0.645,-10.649,1,0.552,Rookie Of The Year (Collector's Edition),0,208.143,117.66,1,1,How U Want It?,0
0.851218064,0.510490081,AROHMXL1187B9AF4B2,,"College Park, Georgia",,Yung Joc,193.64526,4.29,4,0.004,-5.797,0,0.123,Hustlenomics,0.304169503,184.082,174.019,4,0.034,BYOB (Explicit Album Version),2007
0.796493402,0.510324986,ARIWB161187B9AA1D5,,"Forest Hills, Queens, New York City, NY, USA",,Simon & Garfunkel,194.35057,0.34,7,0.704,-13.047,1,0.55,Old Friends Live On Stage,0.419674279,183.844,151.5,4,0.161,Citizen Of The Planet,2004
0.593972953,0.510324986,ARIWB161187B9AA1D5,,"Forest Hills, Queens, New York City, NY, USA",,Simon & Garfunkel,130.76853,0,4,0.247,-23.964,1,0.465,The Collection,,125.045,149.9,3,1,Old Friends,1968
0.593972953,0.510324986,ARIWB161187B9AA1D5,,"Forest Hills, Queens, New York City, NY, USA",,Simon & Garfunkel,138.70975,0.073,2,0.97,-10.222,1,0.621,The Collection,,131.628,181.41,4,0.008,A Simple Desultory Philippic (Or How I Was Robert McNamara'd Into Submission),1966
0.796493402,0.510324986,ARIWB161187B9AA1D5,,"Forest Hills, Queens, New York City, NY, USA",,Simon & Garfunkel,182.56934,10.257,7,0.123,-14.299,1,0.56,Parsley_ Sage_ Rosemary And Thyme,,179.316,107.593,4,0.706,Patterns,1966
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,195.36934,0.107,5,0.809,-6.481,1,0.733,Release,0.603030145,184.941,140.259,4,0.019,Walls And Cannonballs (Album),2010
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,303.98649,0,7,0.574,-8.311,1,0.629,Sister Hazel,0.531983193,297.964,127.707,4,0,Space Between Us (Album Version),1994
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,230.37342,1.216,2,1,-12.283,1,0.92,This Kind Of Love,0.616922368,212.143,139.841,4,0.515,This Kind Of Love (Full Band),0
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,332.93016,0,10,0.914,-8.416,1,0.76,...Somewhere More Familiar,0.598242155,326.06,119.461,4,0.96,Cerilene,1997
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,188.62975,0.458,7,0.904,-5.15,1,0.71,...Somewhere More Familiar,0.707172424,185.243,138.581,1,0,Think About Me,1997
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,283.48036,0,9,0.689,-6.594,1,0.525,Before The Amplifiers...Live Acoustic,0.43965466,283.48,195.633,4,0.606,Come Around (Acoustic),0
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,235.72853,0,10,0.799,-5.09,1,0.569,Chasing Daylight,0.627363448,223.016,217.13,4,0.326,Come Around (LP Version),2003
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,231.36608,0.13,9,0.795,-7.128,1,0.703,Release,0.594854168,219.336,100.029,4,0.568,Vacation Rain (Album),2010
0.731065756,0.509878708,AREPD8D1187FB3F5BC,,"Gainesville, FL",,Sister Hazel,235.65016,0.415,2,0.659,-6.322,1,0.678,...Somewhere More Familiar,0.652839543,224.729,142.893,4,0.009,Concede,1997
0.698532477,0.509456001,ARW2U4O1187FB4408B,,New York NY,,Andrew W.K.,165.51138,0.343,2,0,-3.378,1,0,Close Calls With Brick Walls / Mother of Mankind,0.53066303,165.511,120.153,4,0,Don't Call Me Andy,2006
0.698532477,0.509456001,ARW2U4O1187FB4408B,,New York NY,,Andrew W.K.,127.4771,0,2,0.81,-2.445,1,0.622,Close Calls With Brick Walls / Mother of Mankind,0.604554485,127.477,161.874,1,0,Can You Dance With Me?,2006
0.698532477,0.509456001,ARW2U4O1187FB4408B,,New York NY,,Andrew W.K.,240.40444,0,4,0.209,-4.008,1,0.296,The Wolf,0.635417856,237.946,191.144,4,0.474,Long Live The Party,2003
0.609181992,0.509243099,ARYXOV81187B99831D,,,,Seventh Day Slumber,257.14893,0,4,0.67,-4.935,1,0.609,Rescatame,0.237407827,247.066,141.987,4,0.284,Sabados,0
0.609181992,0.509243099,ARYXOV81187B99831D,,,,Seventh Day Slumber,287.73832,0,6,0.566,-6.183,1,0.661,Take Everything (The Acoustic Sessions),0.516500632,278.912,150.089,4,0.234,Lead Me To The Cross (Acoustic),0
0.609181992,0.509243099,ARYXOV81187B99831D,,,,Seventh Day Slumber,265.82159,0.127,5,0.558,-5.742,1,0.606,Take Everything,0.635630038,261.05,118.62,4,0.85,Famous One,2009
0.609181992,0.509243099,ARYXOV81187B99831D,,,,Seventh Day Slumber,209.73669,0.125,2,0.315,-5.324,0,0.406,Once Upon A Shattered Life,0.780311604,193.167,150.575,4,0.317,Shattered Life,2005
0.822316236,0.508813195,ARTE9CG1187B99B1AF,,,,DMX / Eve / Jadakiss,265.22077,0.096,10,0.179,-2.542,0,0.213,Grand Champ,0.604088178,254.108,185.094,4,0.344,We're Back,2003
0.822316236,0.508813195,ARTE9CG1187B99B1AF,,,,DMX,222.09261,0,10,0.39,-7.974,1,0.458,It's Dark And Hell Is Hot,0.678235925,216.195,106.769,4,0.564,Damien,1998
0.822316236,0.508813195,ARTE9CG1187B99B1AF,,,,DMX / Dyme,233.40363,0,2,0.207,-4.422,1,0.186,...And Then There Was X,0.515963631,220.659,119.579,4,1,Good Girls_ Bad Guys,1999
0.822316236,0.508813195,ARTE9CG1187B99B1AF,,,,Karaoke (Made famous by DMX),218.17424,0,10,0.138,-11.382,0,0.297,Karaoke : The Best Of Hip-Hop Volume 7,,210.239,91.001,4,0.809,Ruff Ryder's Anthem (Guide Vocal),0
0.822316236,0.508813195,ARTE9CG1187B99B1AF,,,,DMX,306.05016,0.125,1,0.141,-4.557,1,0.235,The Great Depression,0.514753324,290.313,92.4,4,0.628,I'ma Bang,2001
0.822316236,0.508813195,ARTE9CG1187B99B1AF,,,,DMX,230.50404,0,10,0.388,-8.668,0,0.427,It's Dark And Hell Is Hot,0.642110731,211.603,95.752,4,1,Look Thru My Eyes,1998
0.648722656,0.508558252,ARJ1W5M1187FB458F3,51.50632,"London, England",-0.12714,Sweet,318.9024,0.34,4,0.422,-4.99,1,0.423,Sweetlife,,305.935,84.103,4,0.233,Airheads,0
0.648718577,0.508558252,ARJ1W5M1187FB458F3,51.50632,"London, England",-0.12714,Sweet,265.97832,0.345,7,0.8,-5.425,1,0.596,Sweetlife,0.215080319,250.392,150.116,4,0,Do It All Over Again,0
0.648722656,0.508558252,ARJ1W5M1187FB458F3,51.50632,"London, England",-0.12714,Sweet,295.36608,0.334,9,0.664,-4.707,1,0.398,Sweetlife,0,281.124,120.18,4,1,Neon Psychedelia,0
0.790695939,0.508177085,AR219DK1187FB4CEFC,,,,ATB,349.04771,0,0,0.28,-6.615,1,0.328,No Silence,0.739737283,344.393,136.967,4,0,Collides With Beauty,2004
0.790696466,0.508177085,AR219DK1187FB4CEFC,,,,ATB,479.76444,0,11,0.615,-5.84,0,0.595,Believe In Me,0.576002203,471.899,129.993,4,0,Believe In Me (Clubb Mix),2005
0.790695939,0.508177085,AR219DK1187FB4CEFC,,,,ATB,262.21669,2.038,6,0.56,-6.4,1,0.465,No Silence,0.81063009,234.08,132.998,4,0.338,Marrakech,2004
0.830252262,0.507965802,ARYO9BU1187B9ADA88,,,,Porcupine Tree,416.80934,0,6,0.644,-7.982,0,0.607,Signify (Special Edition),0.82517354,396.533,124.04,5,0.82,Waiting,1997
0.830252262,0.507965802,ARYO9BU1187B9ADA88,,,,Porcupine Tree,978.442,0,9,0.304,-11.524,0,0.363,The Sky Moves Sideways (Special Edition),0.812029297,966.954,134.075,4,0.04,Moon Loop (Improvisation),0
0.830252262,0.507965802,ARYO9BU1187B9ADA88,,,,Porcupine Tree,454.16444,5.799,9,0.539,-10.321,1,0.375,The Incident,0.839908888,443.461,132.972,4,1,Remember Me Lover (Album Version),2009
0.830252262,0.507965802,ARYO9BU1187B9ADA88,,,,Porcupine Tree,441.88689,0,7,0.705,-5.94,1,0.532,In Absentia,0.863477374,420.513,154.24,3,0.909,Strip The Soul (album version),2002
0.830252262,0.507965802,ARYO9BU1187B9ADA88,,,,Porcupine Tree,162.06322,1.449,5,0.016,-25.745,1,0.508,On The Sunday Of Life,0.777828025,152.276,44.816,1,0,Music For The Head,1991
0.621825362,0.507962145,ARXGWNG1187FB503A5,,,,Ini Kamoze,248.92036,0.281,9,0.36,-9.586,0,0.571,Massive Reggae,,244.355,100.342,4,1,Here Comes The Hotstepper,1995
0.621825362,0.507962145,ARXGWNG1187FB503A5,,,,Ini Kamoze,234.84036,0.185,6,0.647,-13.762,0,0.752,Shocking Out,0,223.115,95.021,4,1,Hole In The Pumpkin,0
0.621825362,0.507962145,ARXGWNG1187FB503A5,,,,Ini Kamoze,229.66812,0.218,2,0.946,-7.262,1,0.572,5150 Rule,0.212045405,229.668,119.27,5,1,Gangsta Roll,2009
0.69044755,0.507781667,ARBM4TC1187FB5CE98,,"Los Angeles, CA",,Natalie Cole,185.7824,3.059,8,0.015,-13.251,1,0.236,Take A Look,,174.556,88.489,1,0.249,Take A Look  (LP Version),0
0.69044755,0.507781667,ARBM4TC1187FB5CE98,,"Los Angeles, CA",,Natalie Cole,194.53342,0.746,4,0.809,-15.222,1,0.686,Dangerous,0,172.013,115.45,4,0.675,The Gift,1985
0.69044755,0.507781667,ARBM4TC1187FB5CE98,,"Los Angeles, CA",,Natalie Cole,236.19873,0,5,0.554,-7.092,1,0.501,Still Unforgettable,,227.294,167.697,3,1,Busted,2008
0.69044755,0.507781667,ARBM4TC1187FB5CE98,,"Los Angeles, CA",,Natalie Cole,154.61832,0.672,8,0.31,-15.084,1,0.547,Unforgettable: With Love,0.585579082,149.014,118.222,4,1,Don't Get Around Much Anymore,1991
0.657566887,0.507625008,ARTBQTE1187B9B8A0F,,"Seattle, WA",,Candlebox,283.66322,0,10,0.46,-7.589,1,0.484,Into The Sun [Amended],,274.408,125.994,3,0.609,Lover Come Back To Me,0
0.657566887,0.507625008,ARTBQTE1187B9B8A0F,,"Seattle, WA",,Candlebox,312.842,0,1,0.479,-5.968,0,0.603,Into The Sun [Explicit],,301.97,130.35,4,0.757,Breathe Me In,2008
0.754917645,0.507464243,ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,184.55465,0.27,7,0.046,-8.7,1,0.336,Portrait,0.386790177,173.099,86.971,4,0.441,Close To You,2005
0.754917645,0.507464243,ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,225.4624,3.698,8,0.011,-12.585,1,0.348,Whenever You Need Somebody,0.531983193,207.946,128.171,4,0.51,You Move Me,1987
0.754917645,0.507464243,ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,192.10404,0.148,0,0.403,-11.551,0,0.576,Portrait,0.358976526,180.849,99.985,4,0,Nature Boy,2005
0.754917645,0.507464243,ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,211.69587,0.139,1,0.324,-7.75,1,0.434,Big Tunes - Back 2 The 80s,0.864248831,198.536,113.359,4,0.634,Never Gonna Give You Up,1987
0.754917645,0.507464243,ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,215.09179,0.155,8,0.626,-10.612,1,0.453,Body And Soul,0.574882892,208.927,150.112,4,0.269,Hopelessly,1993
0.754917645,0.507464243,ARWPYQI1187FB4D55A,53.45644,"Newton-le-Willows, Merseyside, England",-2.63265,Rick Astley,317.83138,0.784,0,0.468,-14.989,1,0.575,Free,0.386790177,307.949,174.059,4,0.87,The Bottom Line,1991
0.823548253,0.507115549,ARB6OGR1187FB4D43D,43.58015,"Antibes, France",7.12123,M83,219.24526,0.984,7,0.446,-11.451,1,0.569,Saturdays = Youth,0.852088918,208.672,96.047,7,0.841,You Appearing,2008
0.823548253,0.507115549,ARB6OGR1187FB4D43D,43.58015,"Antibes, France",7.12123,M83,1071.882,0.078,4,0.879,-6.1,0,0.707,M83,0.699426728,1043.458,90.264,4,0.757,I'm Happy She Said,2001
